DBN,School Name,Grade,Year,Category,Number Tested,Mean Scale Score,#1,%1,#2,%2,#3,%3,#4,%4,#5,%5 
23K631,GENERAL D. CHAPPIE JAMES ELEMENTARY SCHOOL OF SCIENCE,5,2014,All Students,38,290,17,44.7,16,42.1,4,10.5,1,2.6,5,13.2
23K631,GENERAL D. CHAPPIE JAMES ELEMENTARY SCHOOL OF SCIENCE,5,2015,All Students,47,270,33,70.2,10,21.3,2,4.3,2,4.3,4,8.5
23K631,GENERAL D. CHAPPIE JAMES ELEMENTARY SCHOOL OF SCIENCE,All Grades,2013,All Students,145,280,91,62.8,45,31,9,6.2,0,0,9,6.2
23K631,GENERAL D. CHAPPIE JAMES ELEMENTARY SCHOOL OF SCIENCE,All Grades,2014,All Students,90,284,48,53.3,31,34.4,8,8.9,3,3.3,11,12.2
23K631,GENERAL D. CHAPPIE JAMES ELEMENTARY SCHOOL OF SCIENCE,All Grades,2015,All Students,47,270,33,70.2,10,21.3,2,4.3,2,4.3,4,8.5
23K634,GENERAL D. CHAPPIE JAMES MIDDLE SCHOOL OF SCIENCE,6,2013,All Students,44,267,31,70.5,12,27.3,1,2.3,0,0,1,2.3
23K634,GENERAL D. CHAPPIE JAMES MIDDLE SCHOOL OF SCIENCE,7,2013,All Students,52,280,30,57.7,19,36.5,3,5.8,0,0,3,5.8
23K634,GENERAL D. CHAPPIE JAMES MIDDLE SCHOOL OF SCIENCE,7,2014,All Students,30,265,24,80,5,16.7,1,3.3,0,0,1,3.3
23K634,GENERAL D. CHAPPIE JAMES MIDDLE SCHOOL OF SCIENCE,8,2013,All Students,55,262,39,70.9,15,27.3,1,1.8,0,0,1,1.8
23K634,GENERAL D. CHAPPIE JAMES MIDDLE SCHOOL OF SCIENCE,8,2014,All Students,42,280,23,54.8,16,38.1,3,7.1,0,0,3,7.1
23K634,GENERAL D. CHAPPIE JAMES MIDDLE SCHOOL OF SCIENCE,8,2015,All Students,23,279,13,56.5,8,34.8,2,8.7,0,0,2,8.7
23K634,GENERAL D. CHAPPIE JAMES MIDDLE SCHOOL OF SCIENCE,All Grades,2013,All Students,151,270,100,66.2,46,30.5,5,3.3,0,0,5,3.3
23K634,GENERAL D. CHAPPIE JAMES MIDDLE SCHOOL OF SCIENCE,All Grades,2014,All Students,72,274,47,65.3,21,29.2,4,5.6,0,0,4,5.6
23K634,GENERAL D. CHAPPIE JAMES MIDDLE SCHOOL OF SCIENCE,All Grades,2015,All Students,23,279,13,56.5,8,34.8,2,8.7,0,0,2,8.7
23K644,EAGLE ACADEMY FOR YOUNG MEN II,6,2013,All Students,68,296,17,25,41,60.3,5,7.4,5,7.4,10,14.7
23K644,EAGLE ACADEMY FOR YOUNG MEN II,6,2014,All Students,77,294,23,29.9,44,57.1,6,7.8,4,5.2,10,13
23K644,EAGLE ACADEMY FOR YOUNG MEN II,6,2015,All Students,49,288,19,38.8,24,49,1,2,5,10.2,6,12.2
23K644,EAGLE ACADEMY FOR YOUNG MEN II,7,2013,All Students,72,287,39,54.2,23,31.9,10,13.9,0,0,10,13.9
23K644,EAGLE ACADEMY FOR YOUNG MEN II,7,2014,All Students,72,293,24,33.3,37,51.4,9,12.5,2,2.8,11,15.3
23K644,EAGLE ACADEMY FOR YOUNG MEN II,7,2015,All Students,74,290,33,44.6,31,41.9,10,13.5,0,0,10,13.5
23K644,EAGLE ACADEMY FOR YOUNG MEN II,8,2013,All Students,63,277,35,55.6,21,33.3,7,11.1,0,0,7,11.1
23K644,EAGLE ACADEMY FOR YOUNG MEN II,8,2014,All Students,70,286,33,47.1,26,37.1,11,15.7,0,0,11,15.7
23K644,EAGLE ACADEMY FOR YOUNG MEN II,8,2015,All Students,73,290,26,35.6,34,46.6,9,12.3,4,5.5,13,17.8
23K644,EAGLE ACADEMY FOR YOUNG MEN II,All Grades,2013,All Students,203,287,91,44.8,85,41.9,22,10.8,5,2.5,27,13.3
23K644,EAGLE ACADEMY FOR YOUNG MEN II,All Grades,2014,All Students,219,291,80,36.5,107,48.9,26,11.9,6,2.7,32,14.6
23K644,EAGLE ACADEMY FOR YOUNG MEN II,All Grades,2015,All Students,196,290,78,39.8,89,45.4,20,10.2,9,4.6,29,14.8
23K664,BROOKLYN ENVIRONMENTAL EXPLORATION SCHOOL (BEES),6,2014,All Students,45,281,20,44.4,19,42.2,5,11.1,1,2.2,6,13.3
23K664,BROOKLYN ENVIRONMENTAL EXPLORATION SCHOOL (BEES),6,2015,All Students,31,279,18,58.1,12,38.7,1,3.2,0,0,1,3.2
23K664,BROOKLYN ENVIRONMENTAL EXPLORATION SCHOOL (BEES),7,2015,All Students,42,279,28,66.7,11,26.2,3,7.1,0,0,3,7.1
23K664,BROOKLYN ENVIRONMENTAL EXPLORATION SCHOOL (BEES),All Grades,2014,All Students,45,281,20,44.4,19,42.2,5,11.1,1,2.2,6,13.3
23K664,BROOKLYN ENVIRONMENTAL EXPLORATION SCHOOL (BEES),All Grades,2015,All Students,73,279,46,63,23,31.5,4,5.5,0,0,4,5.5
23K668,RIVERDALE AVENUE MIDDLE SCHOOL,6,2014,All Students,38,287,16,42.1,19,50,1,2.6,2,5.3,3,7.9
23K668,RIVERDALE AVENUE MIDDLE SCHOOL,6,2015,All Students,28,276,16,57.1,9,32.1,2,7.1,1,3.6,3,10.7
23K668,RIVERDALE AVENUE MIDDLE SCHOOL,7,2015,All Students,46,286,21,45.7,21,45.7,4,8.7,0,0,4,8.7
23K668,RIVERDALE AVENUE MIDDLE SCHOOL,All Grades,2014,All Students,38,287,16,42.1,19,50,1,2.6,2,5.3,3,7.9
23K668,RIVERDALE AVENUE MIDDLE SCHOOL,All Grades,2015,All Students,74,282,37,50,30,40.5,6,8.1,1,1.4,7,9.5
23K671,MOTT HALL BRIDGES ACADEMY,6,2013,All Students,61,293,22,36.1,27,44.3,9,14.8,3,4.9,12,19.7
23K671,MOTT HALL BRIDGES ACADEMY,6,2014,All Students,60,290,15,25,40,66.7,4,6.7,1,1.7,5,8.3
23K671,MOTT HALL BRIDGES ACADEMY,6,2015,All Students,62,280,33,53.2,24,38.7,3,4.8,2,3.2,5,8.1
23K671,MOTT HALL BRIDGES ACADEMY,7,2013,All Students,71,292,31,43.7,27,38,11,15.5,2,2.8,13,18.3
23K671,MOTT HALL BRIDGES ACADEMY,7,2014,All Students,63,289,24,38.1,30,47.6,9,14.3,0,0,9,14.3
23K671,MOTT HALL BRIDGES ACADEMY,7,2015,All Students,64,285,32,50,24,37.5,8,12.5,0,0,8,12.5
23K671,MOTT HALL BRIDGES ACADEMY,8,2013,All Students,35,280,20,57.1,14,40,1,2.9,0,0,1,2.9
23K671,MOTT HALL BRIDGES ACADEMY,8,2014,All Students,70,296,22,31.4,31,44.3,12,17.1,5,7.1,17,24.3
23K671,MOTT HALL BRIDGES ACADEMY,8,2015,All Students,57,295,17,29.8,30,52.6,8,14,2,3.5,10,17.5
23K671,MOTT HALL BRIDGES ACADEMY,All Grades,2013,All Students,167,290,73,43.7,68,40.7,21,12.6,5,3,26,15.6
23K671,MOTT HALL BRIDGES ACADEMY,All Grades,2014,All Students,193,292,61,31.6,101,52.3,25,13,6,3.1,31,16.1
23K671,MOTT HALL BRIDGES ACADEMY,All Grades,2015,All Students,183,286,82,44.8,78,42.6,19,10.4,4,2.2,23,12.6
23K697,TEACHERS PREPARATORY HIGH SCHOOL,6,2013,All Students,26,285,15,57.7,7,26.9,2,7.7,2,7.7,4,15.4
23K697,TEACHERS PREPARATORY HIGH SCHOOL,6,2014,All Students,16,281,5,31.3,11,68.8,0,0,0,0,0,0
23K697,TEACHERS PREPARATORY HIGH SCHOOL,6,2015,All Students,19,295,5,26.3,11,57.9,2,10.5,1,5.3,3,15.8
23K697,TEACHERS PREPARATORY HIGH SCHOOL,7,2013,All Students,34,291,13,38.2,17,50,3,8.8,1,2.9,4,11.8
23K697,TEACHERS PREPARATORY HIGH SCHOOL,7,2014,All Students,29,290,11,37.9,12,41.4,6,20.7,0,0,6,20.7
23K697,TEACHERS PREPARATORY HIGH SCHOOL,7,2015,All Students,19,281,10,52.6,7,36.8,2,10.5,0,0,2,10.5
23K697,TEACHERS PREPARATORY HIGH SCHOOL,8,2013,All Students,47,288,18,38.3,24,51.1,4,8.5,1,2.1,5,10.6
23K697,TEACHERS PREPARATORY HIGH SCHOOL,8,2014,All Students,38,290,13,34.2,19,50,5,13.2,1,2.6,6,15.8
23K697,TEACHERS PREPARATORY HIGH SCHOOL,8,2015,All Students,22,305,3,13.6,11,50,7,31.8,1,4.5,8,36.4
23K697,TEACHERS PREPARATORY HIGH SCHOOL,All Grades,2013,All Students,107,288,46,43,48,44.9,9,8.4,4,3.7,13,12.1
23K697,TEACHERS PREPARATORY HIGH SCHOOL,All Grades,2014,All Students,83,288,29,34.9,42,50.6,11,13.3,1,1.2,12,14.5
23K697,TEACHERS PREPARATORY HIGH SCHOOL,All Grades,2015,All Students,60,294,18,30,29,48.3,11,18.3,2,3.3,13,21.7
24Q005,I.S. 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL,6,2013,All Students,517,303,129,25,216,41.8,99,19.1,73,14.1,172,33.3
24Q005,I.S. 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL,6,2014,All Students,487,304,108,22.2,226,46.4,83,17,70,14.4,153,31.4
24Q005,I.S. 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL,6,2015,All Students,566,310,89,15.7,248,43.8,118,20.8,111,19.6,229,40.5
24Q005,I.S. 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL,7,2013,All Students,475,306,109,22.9,189,39.8,137,28.8,40,8.4,177,37.3
24Q005,I.S. 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL,7,2014,All Students,580,304,139,24,223,38.4,172,29.7,46,7.9,218,37.6
24Q005,I.S. 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL,7,2015,All Students,539,306,120,22.3,199,36.9,186,34.5,34,6.3,220,40.8
24Q005,I.S. 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL,8,2013,All Students,481,304,112,23.3,200,41.6,118,24.5,51,10.6,169,35.1
24Q005,I.S. 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL,8,2014,All Students,493,306,95,19.3,191,38.7,137,27.8,70,14.2,207,42
24Q005,I.S. 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL,8,2015,All Students,589,310,91,15.4,216,36.7,197,33.4,85,14.4,282,47.9
24Q005,I.S. 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL,All Grades,2013,All Students,1473,304,350,23.8,605,41.1,354,24,164,11.1,518,35.2
24Q005,I.S. 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL,All Grades,2014,All Students,1560,305,342,21.9,640,41,392,25.1,186,11.9,578,37.1
24Q005,I.S. 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL,All Grades,2015,All Students,1694,309,300,17.7,663,39.1,501,29.6,230,13.6,731,43.2
24Q007,P.S. 007 LOUIS F. SIMEONE,3,2013,All Students,304,307,80,26.3,118,38.8,92,30.3,14,4.6,106,34.9
24Q007,P.S. 007 LOUIS F. SIMEONE,3,2014,All Students,289,305,79,27.3,90,31.1,110,38.1,10,3.5,120,41.5
24Q007,P.S. 007 LOUIS F. SIMEONE,3,2015,All Students,251,303,71,28.3,97,38.6,77,30.7,6,2.4,83,33.1
24Q007,P.S. 007 LOUIS F. SIMEONE,All Grades,2013,All Students,304,307,80,26.3,118,38.8,92,30.3,14,4.6,106,34.9
24Q007,P.S. 007 LOUIS F. SIMEONE,All Grades,2014,All Students,289,305,79,27.3,90,31.1,110,38.1,10,3.5,120,41.5
24Q007,P.S. 007 LOUIS F. SIMEONE,All Grades,2015,All Students,251,303,71,28.3,97,38.6,77,30.7,6,2.4,83,33.1
24Q012,P.S. 012 JAMES B. COLGATE,3,2013,All Students,213,311,55,25.8,67,31.5,81,38,10,4.7,91,42.7
24Q012,P.S. 012 JAMES B. COLGATE,3,2014,All Students,221,316,36,16.3,65,29.4,104,47.1,16,7.2,120,54.3
24Q012,P.S. 012 JAMES B. COLGATE,3,2015,All Students,189,311,42,22.2,65,34.4,66,34.9,16,8.5,82,43.4
24Q012,P.S. 012 JAMES B. COLGATE,4,2013,All Students,201,306,44,21.9,93,46.3,42,20.9,22,10.9,64,31.8
24Q012,P.S. 012 JAMES B. COLGATE,4,2014,All Students,209,307,48,23,78,37.3,59,28.2,24,11.5,83,39.7
24Q012,P.S. 012 JAMES B. COLGATE,4,2015,All Students,220,313,34,15.5,91,41.4,57,25.9,38,17.3,95,43.2
24Q012,P.S. 012 JAMES B. COLGATE,5,2013,All Students,210,316,27,12.9,86,41,66,31.4,31,14.8,97,46.2
24Q012,P.S. 012 JAMES B. COLGATE,5,2014,All Students,208,309,43,20.7,79,38,61,29.3,25,12,86,41.3
24Q012,P.S. 012 JAMES B. COLGATE,5,2015,All Students,213,310,54,25.4,65,30.5,59,27.7,35,16.4,94,44.1
24Q012,P.S. 012 JAMES B. COLGATE,All Grades,2013,All Students,624,311,126,20.2,246,39.4,189,30.3,63,10.1,252,40.4
24Q012,P.S. 012 JAMES B. COLGATE,All Grades,2014,All Students,638,311,127,19.9,222,34.8,224,35.1,65,10.2,289,45.3
24Q012,P.S. 012 JAMES B. COLGATE,All Grades,2015,All Students,622,311,130,20.9,221,35.5,182,29.3,89,14.3,271,43.6
24Q013,P.S. 013 CLEMENT C. MOORE,3,2013,All Students,255,308,60,23.5,95,37.3,92,36.1,8,3.1,100,39.2
24Q013,P.S. 013 CLEMENT C. MOORE,3,2014,All Students,261,305,79,30.3,93,35.6,74,28.4,15,5.7,89,34.1
24Q013,P.S. 013 CLEMENT C. MOORE,3,2015,All Students,259,306,73,28.2,87,33.6,82,31.7,17,6.6,99,38.2
24Q013,P.S. 013 CLEMENT C. MOORE,4,2013,All Students,226,302,59,26.1,92,40.7,55,24.3,20,8.8,75,33.2
24Q013,P.S. 013 CLEMENT C. MOORE,4,2014,All Students,263,302,69,26.2,102,38.8,65,24.7,27,10.3,92,35
24Q013,P.S. 013 CLEMENT C. MOORE,4,2015,All Students,268,302,72,26.9,111,41.4,60,22.4,25,9.3,85,31.7
24Q013,P.S. 013 CLEMENT C. MOORE,5,2013,All Students,183,311,41,22.4,67,36.6,50,27.3,25,13.7,75,41
24Q013,P.S. 013 CLEMENT C. MOORE,5,2014,All Students,196,305,63,32.1,64,32.7,40,20.4,29,14.8,69,35.2
24Q013,P.S. 013 CLEMENT C. MOORE,5,2015,All Students,219,303,66,30.1,78,35.6,46,21,29,13.2,75,34.2
24Q013,P.S. 013 CLEMENT C. MOORE,All Grades,2013,All Students,664,307,160,24.1,254,38.3,197,29.7,53,8,250,37.7
24Q013,P.S. 013 CLEMENT C. MOORE,All Grades,2014,All Students,720,304,211,29.3,259,36,179,24.9,71,9.9,250,34.7
24Q013,P.S. 013 CLEMENT C. MOORE,All Grades,2015,All Students,746,304,211,28.3,276,37,188,25.2,71,9.5,259,34.7
24Q014,P.S. 014 FAIRVIEW,3,2013,All Students,290,290,132,45.5,97,33.4,57,19.7,4,1.4,61,21
24Q014,P.S. 014 FAIRVIEW,3,2014,All Students,302,290,136,45,104,34.4,59,19.5,3,1,62,20.5
24Q014,P.S. 014 FAIRVIEW,3,2015,All Students,303,287,153,50.5,99,32.7,44,14.5,7,2.3,51,16.8
24Q014,P.S. 014 FAIRVIEW,4,2013,All Students,273,292,110,40.3,103,37.7,48,17.6,12,4.4,60,22
24Q014,P.S. 014 FAIRVIEW,4,2014,All Students,287,299,82,28.6,130,45.3,63,22,12,4.2,75,26.1
24Q014,P.S. 014 FAIRVIEW,4,2015,All Students,270,288,115,42.6,102,37.8,39,14.4,14,5.2,53,19.6
24Q014,P.S. 014 FAIRVIEW,5,2013,All Students,281,298,103,36.7,108,38.4,48,17.1,22,7.8,70,24.9
24Q014,P.S. 014 FAIRVIEW,5,2014,All Students,273,293,115,42.1,92,33.7,41,15,25,9.2,66,24.2
24Q014,P.S. 014 FAIRVIEW,5,2015,All Students,278,288,113,40.6,119,42.8,37,13.3,9,3.2,46,16.5
24Q014,P.S. 014 FAIRVIEW,All Grades,2013,All Students,844,293,345,40.9,308,36.5,153,18.1,38,4.5,191,22.6
24Q014,P.S. 014 FAIRVIEW,All Grades,2014,All Students,862,294,333,38.6,326,37.8,163,18.9,40,4.6,203,23.5
24Q014,P.S. 014 FAIRVIEW,All Grades,2015,All Students,851,288,381,44.8,320,37.6,120,14.1,30,3.5,150,17.6
24Q016,P.S. Q016 THE NANCY DEBENEDITTIS SCHOOL,3,2013,All Students,316,300,111,35.1,124,39.2,75,23.7,6,1.9,81,25.6
24Q016,P.S. Q016 THE NANCY DEBENEDITTIS SCHOOL,3,2014,All Students,361,295,162,44.9,101,28,82,22.7,16,4.4,98,27.1
24Q016,P.S. Q016 THE NANCY DEBENEDITTIS SCHOOL,3,2015,All Students,339,297,140,41.3,106,31.3,76,22.4,17,5,93,27.4
24Q016,P.S. Q016 THE NANCY DEBENEDITTIS SCHOOL,4,2013,All Students,298,298,104,34.9,115,38.6,52,17.4,27,9.1,79,26.5
24Q016,P.S. Q016 THE NANCY DEBENEDITTIS SCHOOL,4,2014,All Students,313,297,100,31.9,137,43.8,53,16.9,23,7.3,76,24.3
24Q016,P.S. Q016 THE NANCY DEBENEDITTIS SCHOOL,4,2015,All Students,362,292,148,40.9,132,36.5,54,14.9,28,7.7,82,22.7
24Q016,P.S. Q016 THE NANCY DEBENEDITTIS SCHOOL,5,2013,All Students,314,300,109,34.7,125,39.8,59,18.8,21,6.7,80,25.5
24Q016,P.S. Q016 THE NANCY DEBENEDITTIS SCHOOL,5,2014,All Students,278,300,93,33.5,110,39.6,46,16.5,29,10.4,75,27
24Q016,P.S. Q016 THE NANCY DEBENEDITTIS SCHOOL,5,2015,All Students,294,297,108,36.7,112,38.1,50,17,24,8.2,74,25.2
24Q016,P.S. Q016 THE NANCY DEBENEDITTIS SCHOOL,All Grades,2013,All Students,928,299,324,34.9,364,39.2,186,20,54,5.8,240,25.9
24Q016,P.S. Q016 THE NANCY DEBENEDITTIS SCHOOL,All Grades,2014,All Students,952,297,355,37.3,348,36.6,181,19,68,7.1,249,26.2
24Q016,P.S. Q016 THE NANCY DEBENEDITTIS SCHOOL,All Grades,2015,All Students,995,295,396,39.8,350,35.2,180,18.1,69,6.9,249,25
24Q019,P.S. 019 MARINO JEANTET,3,2013,All Students,285,294,124,43.5,96,33.7,59,20.7,6,2.1,65,22.8
24Q019,P.S. 019 MARINO JEANTET,3,2014,All Students,293,292,121,41.3,114,38.9,56,19.1,2,0.7,58,19.8
24Q019,P.S. 019 MARINO JEANTET,3,2015,All Students,296,292,137,46.3,98,33.1,53,17.9,8,2.7,61,20.6
24Q019,P.S. 019 MARINO JEANTET,4,2013,All Students,314,290,126,40.1,133,42.4,42,13.4,13,4.1,55,17.5
24Q019,P.S. 019 MARINO JEANTET,4,2014,All Students,285,296,108,37.9,101,35.4,53,18.6,23,8.1,76,26.7
24Q019,P.S. 019 MARINO JEANTET,4,2015,All Students,299,300,77,25.8,137,45.8,67,22.4,18,6,85,28.4
24Q019,P.S. 019 MARINO JEANTET,5,2013,All Students,362,298,123,34,150,41.4,71,19.6,18,5,89,24.6
24Q019,P.S. 019 MARINO JEANTET,5,2014,All Students,302,294,122,40.4,118,39.1,48,15.9,14,4.6,62,20.5
24Q019,P.S. 019 MARINO JEANTET,5,2015,All Students,279,295,96,34.4,109,39.1,48,17.2,26,9.3,74,26.5
24Q019,P.S. 019 MARINO JEANTET,All Grades,2013,All Students,961,294,373,38.8,379,39.4,172,17.9,37,3.9,209,21.7
24Q019,P.S. 019 MARINO JEANTET,All Grades,2014,All Students,880,294,351,39.9,333,37.8,157,17.8,39,4.4,196,22.3
24Q019,P.S. 019 MARINO JEANTET,All Grades,2015,All Students,874,296,310,35.5,344,39.4,168,19.2,52,5.9,220,25.2
24Q049,P.S. 049 DOROTHY BONAWIT KOLE,3,2013,All Students,130,308,33,25.4,49,37.7,40,30.8,8,6.2,48,36.9
24Q049,P.S. 049 DOROTHY BONAWIT KOLE,3,2014,All Students,132,314,23,17.4,44,33.3,53,40.2,12,9.1,65,49.2
24Q049,P.S. 049 DOROTHY BONAWIT KOLE,3,2015,All Students,123,310,25,20.3,52,42.3,35,28.5,11,8.9,46,37.4
24Q049,P.S. 049 DOROTHY BONAWIT KOLE,4,2013,All Students,132,310,22,16.7,56,42.4,33,25,21,15.9,54,40.9
24Q049,P.S. 049 DOROTHY BONAWIT KOLE,4,2014,All Students,129,314,18,14,50,38.8,40,31,21,16.3,61,47.3
24Q049,P.S. 049 DOROTHY BONAWIT KOLE,4,2015,All Students,142,317,20,14.1,45,31.7,47,33.1,30,21.1,77,54.2
24Q049,P.S. 049 DOROTHY BONAWIT KOLE,5,2013,All Students,104,315,18,17.3,37,35.6,33,31.7,16,15.4,49,47.1
24Q049,P.S. 049 DOROTHY BONAWIT KOLE,5,2014,All Students,134,316,24,17.9,39,29.1,43,32.1,28,20.9,71,53
24Q049,P.S. 049 DOROTHY BONAWIT KOLE,5,2015,All Students,125,311,26,20.8,40,32,45,36,14,11.2,59,47.2
24Q049,P.S. 049 DOROTHY BONAWIT KOLE,6,2013,All Students,128,314,16,12.5,50,39.1,32,25,30,23.4,62,48.4
24Q049,P.S. 049 DOROTHY BONAWIT KOLE,6,2014,All Students,110,312,14,12.7,49,44.5,25,22.7,22,20,47,42.7
24Q049,P.S. 049 DOROTHY BONAWIT KOLE,6,2015,All Students,130,318,11,8.5,49,37.7,33,25.4,37,28.5,70,53.8
24Q049,P.S. 049 DOROTHY BONAWIT KOLE,7,2013,All Students,98,320,8,8.2,36,36.7,35,35.7,19,19.4,54,55.1
24Q049,P.S. 049 DOROTHY BONAWIT KOLE,7,2014,All Students,128,318,15,11.7,40,31.3,58,45.3,15,11.7,73,57
24Q049,P.S. 049 DOROTHY BONAWIT KOLE,7,2015,All Students,113,316,17,15,38,33.6,48,42.5,10,8.8,58,51.3
24Q049,P.S. 049 DOROTHY BONAWIT KOLE,8,2013,All Students,112,318,11,9.8,43,38.4,28,25,30,26.8,58,51.8
24Q049,P.S. 049 DOROTHY BONAWIT KOLE,8,2014,All Students,96,317,7,7.3,36,37.5,43,44.8,10,10.4,53,55.2
24Q049,P.S. 049 DOROTHY BONAWIT KOLE,8,2015,All Students,126,318,16,12.7,38,30.2,44,34.9,28,22.2,72,57.1
24Q049,P.S. 049 DOROTHY BONAWIT KOLE,All Grades,2013,All Students,704,314,108,15.3,271,38.5,201,28.6,124,17.6,325,46.2
24Q049,P.S. 049 DOROTHY BONAWIT KOLE,All Grades,2014,All Students,729,315,101,13.9,258,35.4,262,35.9,108,14.8,370,50.8
24Q049,P.S. 049 DOROTHY BONAWIT KOLE,All Grades,2015,All Students,759,315,115,15.2,262,34.5,252,33.2,130,17.1,382,50.3
24Q058,P.S. 58 - THE SCHOOL OF HEROES,3,2013,All Students,142,308,28,19.7,60,42.3,50,35.2,4,2.8,54,38
24Q058,P.S. 58 - THE SCHOOL OF HEROES,3,2014,All Students,124,311,26,21,41,33.1,52,41.9,5,4,57,46
24Q058,P.S. 58 - THE SCHOOL OF HEROES,3,2015,All Students,130,310,33,25.4,37,28.5,50,38.5,10,7.7,60,46.2
24Q058,P.S. 58 - THE SCHOOL OF HEROES,4,2013,All Students,166,311,22,13.3,71,42.8,47,28.3,26,15.7,73,44
24Q058,P.S. 58 - THE SCHOOL OF HEROES,4,2014,All Students,147,313,29,19.7,42,28.6,46,31.3,30,20.4,76,51.7
24Q058,P.S. 58 - THE SCHOOL OF HEROES,4,2015,All Students,123,320,7,5.7,49,39.8,44,35.8,23,18.7,67,54.5
24Q058,P.S. 58 - THE SCHOOL OF HEROES,5,2013,All Students,148,302,43,29.1,53,35.8,38,25.7,14,9.5,52,35.1
24Q058,P.S. 58 - THE SCHOOL OF HEROES,5,2014,All Students,161,315,30,18.6,51,31.7,46,28.6,34,21.1,80,49.7
24Q058,P.S. 58 - THE SCHOOL OF HEROES,5,2015,All Students,141,312,30,21.3,47,33.3,42,29.8,22,15.6,64,45.4
24Q058,P.S. 58 - THE SCHOOL OF HEROES,6,2013,All Students,117,303,26,22.2,54,46.2,20,17.1,17,14.5,37,31.6
24Q058,P.S. 58 - THE SCHOOL OF HEROES,6,2014,All Students,129,300,28,21.7,63,48.8,19,14.7,19,14.7,38,29.5
24Q058,P.S. 58 - THE SCHOOL OF HEROES,6,2015,All Students,127,316,15,11.8,54,42.5,18,14.2,40,31.5,58,45.7
24Q058,P.S. 58 - THE SCHOOL OF HEROES,All Grades,2013,All Students,573,306,119,20.8,238,41.5,155,27.1,61,10.6,216,37.7
24Q058,P.S. 58 - THE SCHOOL OF HEROES,All Grades,2014,All Students,561,310,113,20.1,197,35.1,163,29.1,88,15.7,251,44.7
24Q058,P.S. 58 - THE SCHOOL OF HEROES,All Grades,2015,All Students,521,314,85,16.3,187,35.9,154,29.6,95,18.2,249,47.8
24Q061,I.S. 061 LEONARDO DA VINCI,6,2013,All Students,708,282,327,46.2,294,41.5,59,8.3,28,4,87,12.3
24Q061,I.S. 061 LEONARDO DA VINCI,6,2014,All Students,750,284,318,42.4,347,46.3,52,6.9,33,4.4,85,11.3
24Q061,I.S. 061 LEONARDO DA VINCI,6,2015,All Students,667,288,278,41.7,285,42.7,70,10.5,34,5.1,104,15.6
24Q061,I.S. 061 LEONARDO DA VINCI,7,2013,All Students,791,287,365,46.1,315,39.8,91,11.5,20,2.5,111,14
24Q061,I.S. 061 LEONARDO DA VINCI,7,2014,All Students,734,289,295,40.2,309,42.1,108,14.7,22,3,130,17.7
24Q061,I.S. 061 LEONARDO DA VINCI,7,2015,All Students,739,287,349,47.2,278,37.6,104,14.1,8,1.1,112,15.2
24Q061,I.S. 061 LEONARDO DA VINCI,8,2013,All Students,762,284,341,44.8,294,38.6,96,12.6,31,4.1,127,16.7
24Q061,I.S. 061 LEONARDO DA VINCI,8,2014,All Students,804,288,293,36.4,359,44.7,117,14.6,35,4.4,152,18.9
24Q061,I.S. 061 LEONARDO DA VINCI,8,2015,All Students,732,291,246,33.6,320,43.7,132,18,34,4.6,166,22.7
24Q061,I.S. 061 LEONARDO DA VINCI,All Grades,2013,All Students,2261,284,1033,45.7,903,39.9,246,10.9,79,3.5,325,14.4
24Q061,I.S. 061 LEONARDO DA VINCI,All Grades,2014,All Students,2288,287,906,39.6,1015,44.4,277,12.1,90,3.9,367,16
24Q061,I.S. 061 LEONARDO DA VINCI,All Grades,2015,All Students,2138,289,873,40.8,883,41.3,306,14.3,76,3.6,382,17.9
24Q068,P.S. 068 CAMBRIDGE,3,2013,All Students,107,298,41,38.3,41,38.3,24,22.4,1,0.9,25,23.4
24Q068,P.S. 068 CAMBRIDGE,3,2014,All Students,117,290,55,47,39,33.3,20,17.1,3,2.6,23,19.7
24Q068,P.S. 068 CAMBRIDGE,3,2015,All Students,112,288,54,48.2,31,27.7,26,23.2,1,0.9,27,24.1
24Q068,P.S. 068 CAMBRIDGE,4,2013,All Students,121,291,51,42.1,43,35.5,21,17.4,6,5,27,22.3
24Q068,P.S. 068 CAMBRIDGE,4,2014,All Students,94,293,36,38.3,40,42.6,16,17,2,2.1,18,19.1
24Q068,P.S. 068 CAMBRIDGE,4,2015,All Students,105,297,34,32.4,44,41.9,21,20,6,5.7,27,25.7
24Q068,P.S. 068 CAMBRIDGE,5,2013,All Students,127,300,44,34.6,38,29.9,34,26.8,11,8.7,45,35.4
24Q068,P.S. 068 CAMBRIDGE,5,2014,All Students,120,284,64,53.3,34,28.3,16,13.3,6,5,22,18.3
